Title,URL,Author,Source,Date,Database,Quote,Keywords,Abstract
软坚消瘿汤防治慢性淋巴细胞性甲状腺炎的机理研究,https://www.cnki.net/KCMS/detail/detail.aspx?dbcode=CMFD&filename=2010268698.nh,方振伟,Chinese Master's Theses Full-text Database,2010-05-01,Master's Theses,4,experimental autoimmune thyroiditis;; Ruanjianxiaoying decoction;; thyroid gland autoantibody;; cytokine;; apoptosis-regulated proteins;,"Purpose: To evaluate the effects of the traditional complex prescription Ruanjianxiaoying decoction in treatment of the EAT mice through the TGAb、TPOAb、IL-1、6、TNF-α、the pathomorphology and apoptosis-regulated proteins Fas/Fasl,Bcl-2/Bax change of the thyroid gland . Investigate the effect Mechanism from multiple target point.      Material and method:      An animal model of experimental autoimmune thyroiditis （ EAT） in rats was developed by injecting Tg and CFA two times,and the interval was two days. Then inject the mice with Tg and IFA for the next three weeks as strengthening the immune.Meanwhile,feed the EAT mice with high iodine water（1 liter water add to 0.64g NaI）. So the model was completed . Take the experimental group serum to detect level of thyroglobulin antibody and then all the mice were divided into four groups randomly. They were normal group, Ruanjianxiaoying decoction treatment group , Glucosidorum Tripterygll Totorum treatment group and EAT group.Treat the mice for six weeks with Ruanjianxiaoying decoction:（1）Detect the levels of autoantibodies with Enzyme-linked immunosorbent assay.（2）Observe the level change of Fas/FasL,Bcl-2/Bax in the thyroid of rat with Immunohistochemical staining.（3）Survey the pathomorphology change of the thyroid gland under the light microscope（4）Compare the results between every groups.      Results:      1. Comparing the Ruanjianxiaoying decoction treatment group with the EAT group: the level of the TgAb、TpoAb、IL-1、6、TNF-α、Fas/Fasl and Bax were significantly lower.and the level of the Bcl-2 were higher. The pathomorphology change of the thyroid gland were better than that of the EAT group.      2. Comparing the Glucosidorum Tripterygll Totorum treatment group with the EAT group: the level of the TgAb、TpoAb、IL-1、6、TNF-α、Fas/Fasl and Bax were more lower.and the level of the Bcl-2 were higher. The pathomorphology change of the thyroid gland were better than that of the EAT group.      3. Comparing the Ruanjianxiaoying decoction treatment group with the Glucosidorum Tripterygll Totorum treatment group: the efficacy of the Ruanjianxiaoying decoction treatment group was better.      Conclusion:      1. Ruanjian Xiaoying Decoction has the function of lowering the expressions of antibodies and cytokines in serum levels of the EAT mice.      2. Ruanjianxiaoying Decoction has the function of reducing the apoptosis of the thyroid of the EAT mice.      3. Ruanjian Xiaoying Decoction has the function of alleviating the pathological injury of the thyroid of the EAT mice."
The Research of the Usage of High Frequency Ultrasonography in Diagnosis of Chronic Lymphocytic Thyroiditis,https://www.cnki.net/KCMS/detail/detail.aspx?dbcode=CMFD&filename=1011099508.nh,梁雪,Chinese Master's Theses Full-text Database,2011-04-01,Master's Theses,,high frequency ultrasound image;; chronic lymphocytic thyroiditis;; sonography image type;,"Chronic lymphocytic thyroiditis,（CTL）,also known as Hashimoto’s disease（HT）,is a kind of interstitial lymphocytic infiltration of the thyroid pathological features of chronic inflammatory autoimmune thyroid disease.It is the most common thyroid disease. The incidence of HT increased gradually in recent years.It had reported that thyroid cancer sometimes resulted from HT malignant transformation,some scholars believe that HT belongs to precancerous lesion.However,the clinical HT is often coexist with other thyroid diseases, such as thyroid adenoma, thyroid cancer, nodular goiter。Its clinical manifestations are diverse and complex that leads to misdiagnosis, wrong treatment and underwent surgical treatment. How to improve the diagnostic rate of HT and reduce the misdiagnosis rate is the goal of many researchers. This study uses high frequency ultrasonography for ultrasound images of HT to create a new objective diagnostic criteria,in order to improve the diagnosis rate, reducing misdiagnosis HT.     Objective: To use high frequency ultrasonography for ultrasound images of HT to create a new objective diagnostic criteria, in order to improve the diagnosis rate, reducing misdiagnosis HT.     Methods: From December 2008 to January 2010,150 cases of HT were diagnosed by high frequency ultrasound, and confirmed by surgery or biopsy.150 cases were conducted thyroid endocrine function test.The normal control group of 50 female cases was used as a comparative study. Using the American GE Logiq7 type ultrasound diagnostic instrument,Conventional examinate bilateral thyroid lobes and isthmus and observe thyroid size, shape and internal echoes.Adopt a retrospective analysis of clinical characteristics of each group, including general information, assistant examination and so on.     Results: 1、High-frequency ultrasound and pathological control study found that although HT ultrasonographic varied, but not disorderly to follow. Therefore,150 patients with HT were divided into six types according to the High-frequency ultrasound and pathology:type①,Glands rough pattern;type②,Diffuse scattered micronodulars pattern;type③Diffuse medium nodulars pattern;type④,Large flake echo reduce pattern;type⑤. Scattered large nodules with glandular echo reduce pattern.type⑥Diffuse hypoechoic pattern.2、In this study,the disease is 7.82 times as frequent in women as in men,more common in young and middle-aged.HT male patients are more common in Diffuse scattered micronodulars pattern and Large flake echo reduce pattern.Female patients were found in all types.Diffuse scattered micronodulars pattern in the male to female ratio was 1:4.25, Large flake echo reduce pattern in the male to female ratio was 1:6.60.TheX2 test showed the two groups P = 0.4434 （p＞ 0.05）, the sex ratio was no significant difference.HT 6 group among the groups ＜30 years old 30 to-50 age group and＞ 50 years the number of cases with significant differences（P＜0.05）,Glands rough pattern、Diffuse scattered micronodulars pattern、Diffuse medium nodulars pattern、Large flake echo reduce pattern、Diffuse hypoechoic pattern are the most common in age group 30-50, and Scattered large nodules with glandular echo reduce pattern are the most common in age over 50 years of age group. Scattered large nodules with glandular echo reduce pattern of the average age is too large, but aftert examination showed Glands rough pattern and Scattered large nodules with glandular echo reduce pattern （P = 0.024）, Diffuse scattered micronodulars pattern with Scattered large nodules with glandular echo reduce pattern （P = 0.014） in the age distribution of significant differences between other groups in the age distribution was no significant difference.3. Glands rough pattern,Diffuse scattered micronodulars pattern between the normal control group in the thickening of the thyroid glands was no significant difference . Diffuse medium nodulars pattern,Large flake echo reduce pattern;Scattered large nodules with glandular echo reduce pattern、Diffuse hypoechoic pattern.were thickening of the thyroid gland, thickening rate:Scattered large nodules with glandular echo reduce pattern＞Large flake echo reduce pattern＞Diffuse hypoechoic pattern＞Diffuse medium nodulars pattern,54 cases of which isthmus thickened.4, Diffuse medium nodules and other groups in the situation in the TGA and TMA were detected a significant difference, P ＜0.05. Diffuse nodulars to TGA, TMA mostly positive; Large flake echo reduce pattern and Diffuse hypoechoic pattern were significant differences（P = 0.041）.Large flake echo reduce pattern compared to Diffuse hypoechoic pattern witn TGA, TMA-negative rate was more High. Otherwise comparisons of each type had no significant difference,P＞0.05.Glands rough pattern、Diffuse scattered micronodulars pattern、Scattered large nodules with glandular echo reduce pattern and Diffuse hypoechoic pattern TGA, TMA mostly negative; Large flake echo reduce pattern TGA, TMA positive and negative patients with similar proportion.In 150 HT cases, 47 cases with thyroid cancer. In the 47 patients, TSH increased about 1 / 3, no TSH lower case. only a few cases FT3、FT4、TT4 are reduced,TT3 were within normal range, no FT3, FT4, TT3, TT4 increased cases.5、Every of HT can be combined with thyroid adenoma, thyroid cancer, nodular goiter。Glands rough pattern with thyroid cancer is higher than other types,however, Diffuse scattered micronodulars pattern、Diffuse medium nodulars pattern、Large flake echo reduce pattern、Scattered large nodules with glandular echo reduce pattern with nodular goiter are higher than other types; In Glands rough pattern、Diffuse scattered micronodulars pattern and Diffuse hypoechoic pattern,a few cases are concomitant of nodular goiter and thyroid cancer.     Conclusions:1.150 patients with HT were divided into six types: type①,Glands rough pattern ; type②,Diffuse scattered micronodulars pattern;type③Diffuse medium nodulars pattern;type④,Large flake echo reduce pattern;type⑤. Scattered large nodules with glandular echo reduce pattern.type⑥Diffuse hypoechoic pattern. 2、In this study,the disease is 7.82 times as frequent in women as in men,more common in young and middle-aged.HT male patients are more common in Diffuse scattered micronodulars pattern and Large flake echo reduce pattern.Female patients were found in all types,Scattered large nodules with glandular echo reduce pattern of the average age is too large.3.Diffuse medium nodulars pattern,Large flake echo reduce pattern;Scattered large nodules with glandular echo reduce pattern、Diffuse hypoechoic pattern.were thickening of the thyroid gland, thickening rate:Scattered large nodules with glandular echo reduce pattern＞Large flake echo reduce pattern＞Diffuse hypoechoic pattern＞Diffuse medium nodulars pattern.4, Diffuse nodulars to TGA, TMA mostly positive;Glands rough pattern、Diffuse scattered micronodulars pattern、Scattered large nodules with glandular echo reduce pattern and Diffuse hypoechoic pattern TGA, TMA mostly negative; Large flake echo reduce pattern TGA, TMA positive and negative patients with similar proportion.5、Every of HT can be combined with thyroid adenoma, thyroid cancer, nodular goiter。Glands rough pattern with thyroid cancer is higher than other types,however, Diffuse scattered micronodulars pattern、Diffuse medium nodulars pattern、Large flake echo reduce pattern、Scattered large nodules with glandular echo reduce pattern with nodular goiter are higher than other types;"
Ultrasound-guided Percutaneous Minimally Invasive Biopsy in the Diagnosis of Chronic Lymphocytic Thyroiditis and the Clinical Significance,https://www.cnki.net/KCMS/detail/detail.aspx?dbcode=CMFD&filename=1011100331.nh,李世杰,Chinese Master's Theses Full-text Database,2011-04-01,Master's Theses,5,Thyroiditis;; Ultrasound;; Doppler;; Surgical operation;; Minimally invasive;; Tissue biopsy;,"Background     The incidents of Lymphocytic thyroiditis （H ashimolo s thyroiditis, HT） increased each year. The clinical symptoms of HT are atypical,the common complains are neck mass and hyperthyroidism performance, which cause the result of misdiagnosis and unnecessary surgery treatment. Doctors became pay attention on TC in combination with HT because of the increased incidence in recent years. Currently, clinical diagnose relies on the preoperative fine needle aspiration biopsy and the color Doppler ultrasound. However, the amount of cell sample which come from the aspiration biopsy is insufficient. But the pathologic diagnosis of the disease above is in highly demanding, at the same time the sensitivity and specificity is variable. On the other hand, the preoperative diagnosis of thyroid cancer was low, because its variability in real background of ultrasound. The coincidence of the color Doppler and clinical diagnosis of HT was low. Thyroid biopsy （CNB）, is simple, safe, less complications and the advantages of high accuracy. The use of CNB can reduce the excessive surgery of Benign nodules and provide a ample basis for sufficient diagnosis. This article aims to explore the CNB in the diagnosis of the clinical significance of HT.     Objective     Ultrasound-guided Percutaneous minimally invasive biopsy in the diagnosis of chronic lymphocytic thyroiditis and the clinical significance      Methods     Review 92 patients from January 2009 to December 2009 who diagnosed thyroiditis and thyroiditis with thyroid nodules through biopsy in our hospital. The diagnosis, treatment and the follow-up results were analyzed.     Results     Derived satisfaction biopsy in 92 patients, puncture success rate was 100%. Biopsy diagnosis of chronic lymphocytic thyroiditis in 32 cases, combined with chronic lymphocytic thyroiditis in 20 cases of nodular goiter, chronic lymphocytic thyroiditis with thyroid cancer, 40 cases. 49 patients underwent surgical biopsy and pathology consistent with rate of 97.96%. 1 case of false negative and false-negative rate of 2.04%, no false positive. The patients, get the diagnosis of chronic lymphocytic thyroiditis and chronic lymphocytic thyroiditis combined with nodular goiter, underwent the anti thyroid treatment. follow-up study showed that the thyroid ultrasonography and thyroid function tests of the above 92 patients got varying degrees of improvement targets. All the patients have not hot adverse reactions and complications during the puncture process.     Conclusion     Ultrasound-guided thyroid biopsy diagnosis of thyroiditis have confirmed meaning, which makes up the limitations which relying on imaging and the check of thyroid autoantibodies. The diagnostic accordance rate of thyroiditis combined with thyroid cancer was improved and the rate of the benign nodules excessive operation is reduced. To sum up, Ultrasound-guided thyroid biopsy is an accurate, safe and simple method of diagnosis of thyroiditis, which provides a sufficient basis for proper treatment."
Experience Summary on Diagnosis and Treatment of Subacute Thyroiditis and Chronic Lymphocytic Thyroiditis of ZiXiao Wei,https://www.cnki.net/KCMS/detail/detail.aspx?dbcode=CMFD&filename=1011201268.nh,范乐,Chinese Master's Theses Full-text Database,2011-05-20,Master's Theses,13,subacute thyroiditis;; chronic lymphocytic thyroiditis;; data mining;; famous TCM doctors’ experiences;,"Object:    To evaluate the efficacy of traditional Chinese medicine for subacute thyroiditis （SAT） and chronic lymphocytic thyroiditis （CLT）; To mine and summarize the academic experiences on diagnosis and treatment of SAT and CLT of professor ZiXiao Wei, practising the use of data mining in inheriting the experiences of famous TCM doctors.    Method:    46 cases diagnosed and treated by professor Wei, including 61 clinical datas, were collected by structural clinical data collection system designed by Xiyuan Hospital of China Academy of Chinese Medical Sciences. Data mining methods such as descriptive statistics, association rules, cluster analysis were used to mine the distribution of syndrome elements, relations of diseases, syndromes and and Chinese medicinal herbs, compatibility law of traditional Chinese medicine. Finally, the academic experiences on diagnosis and treatment of SAT and CLT of professor ZiXiao Wei were summerised by human-computer cooperation.    Result:    There were 61 outpatients in the study:subacute thyroiditis（SAT） patients were 29 and chronic lymphocytic thyroiditis（CLT） patients were 32. There ware 23 female person-time in SAT group （79.3%） and 6 male person-time in SAT group （20.7%）.The cardinal symptoms were the Pain in thyroid gland（51.7%）, Insomnia（31%）, flustered（27.6%）, Thyromegaly（27.6%）, hyperpyrexia（27.6%）, dry stools（24.1%）, low grade fever（24.1%）, acratia（20.7%） and sore throat（17.2%）.The tongue manifestation were fat tongue body（41.4%%）, red Tongue Proper （82.7%）, thin and white Tongue musci （51.7%%）, yellow Tongue musci （34.2%）. Diagnosis（TCM） were:Yingtong（72.4%）, Yingzhong（72.4%）, Bumei（6.9%）. Therapeutic Methods（TCM） were eliminating stagnation（93.1%）, Clearing Heat（89.7%）, Detoxication （TCM） （69%）, disperse wind（51.7%）, tranquilization（37.9%） and Nourishing Yin and Blood（27.2%）. There were 95 types of Chinese herbs to be used. The most use to prescription were Hedyotis Diffusa, Taraxacum, Great Burdock Achene, Rhizome of Paniculate Bolbostemma, chrysanthemum indicum, honeysuckle, Bombyx Batryticatus, Licorice Roots Northwest Origin, Grassleaf Sweelflag Rhizome, Forsythia.    There ware 30 female person-time in CLT group （93.8%） and 2 male person-time in CLT group （6.3%）.The cardinal symptoms were the acratia （37.5%）, Insomnia（31.3%）, dysphoria （28.1%）, dreaminess （25%）, Pain in thyroid gland （25%）, dropsy （25%）, ]sweating （25%）, flustered（21.9%）, and discomfort in the throat （18.8%）. The tongue manifestation were fat tongue body with indentation （40.4%）, dark red Tongue Proper （46.9%）, thin and white Tongue musci （51.7%）. Diagnosis（TCM） were:Yingzhong（50%）, Yingtong（18.8%）, Xinji（12.5%）, Consumptive Diseases（9.4%）, Edema（9.4%,）, Bumei（6.3%）, Melancholia（3.1%）. Therapeutic Methods（TCM） were eliminating stagnation（59.4%）, Clearing Heat（56.3%）, Detoxication （TCM） （28.1%）, Nourishing Yin and Blood（28.1%）, Soothing-Liver Regulating Qi （28.1%）, tranquillization method （25%）, fortify the spleen and replenish qi （21.9%） and resolve phlegm （15.6%）. There were 107 types of Chinese herbs to be used. The most use to prescription were Hedyotis Diffusa, Taraxacum, Radix Scrophulariae, Rhizome of Paniculate Bolbostemma, Indicum, Radix Curcumae, Rhizoma Atractylodis, Radix Bupleuri, Largehead Atractylodes Rh, Tuckahoe.    Conclusion:    1、Prof Wei Zi-xiao think the SAT and CLT are different disease in West medicine, but in TCM the pathologic mechanism is similar, that is affection of exogenous wind-heat. The reason is the SAT and CLT have the close same symptoms and same location. For this reason, Professor Wei based the Different Diseases in Same Treatment in Therapeutic Principles（TCM）, treat the CLT and SAT by Clearing Heat, Detoxication （TCM） and eliminating stagnation;removing stasis.    Preventive Treatment of Disease is an other very important point. TCM disease prevention first is a Philosophy in TCM Preventive Treatment of Disease. Prof Wei pay more attention to this point. Based the ""Clearing Heat"", treat the SAT and CLT is different.     2、The Excavation Methods based man-machine integration is favourable apply prospect in the Famous Doctors Experience impart and inherit."
The Clinical Observation on Treatment of the Chronic Lymphocytic Thyroiditis with the Chaigui Xiaoying Decoction,https://www.cnki.net/KCMS/detail/detail.aspx?dbcode=CMFD&filename=1012469885.nh,毛建芳,Chinese Master's Theses Full-text Database,2012-04-20,Master's Theses,10,Chronic lymphocytic thyroiditis;; Treatment with traditional Chinese  medicine;; ChaiGui xiaoying decoction;,"Objects: To observe the effect of ChaiGui xiaoying decoction on patients withChronic lymphocytic thyroiditis and the influence on thyroid hormone levels, thyroid-associated antibodies level.    Methods:60patients with Chronic lymphocytic thyroidits were devided intotreatment group30cases and30cases of the control group. The two are given excellentmusicians with25-150ug，one time a day for60days. The treatment group also tookChaiGui xiaoying decoction two times a day for60days. Analyzing the clinical symptomsand the level of thyroid hormone, TPOAb and TGAb before and after a period of60days’treatment.    Results:The total effective rate in treatment group was93.3%, and the control group’swas76.7%. By Ridit analysis,the treatment group comp-ared with the control group wassignificantly different,P＜0.05. The clinical symptoms of the two groups became better, andthe treatment group did get better effect in swollen neck and fatigue. Both groups’medicines could rise the hormone level of FT3FT4and cut down the level of thyroidstimulating hormone. The differences before and after the treatment were both statisticallysignificant （P＜0.05）, the group’s comparison is not significant different （P＞0.05）.Toimprove the immune target，during the treatment group, there is difference before and aftertreatment，P＜0.05.    Conclusions: ChaiGui xiaoying decoction is effective for Chronic lymphocyticthyroidits, can effectively control the symptoms of Chronic lymphocytic thyroidits, cutdown the immunology titer of thyroid so as to control the disease."
张兰教授治疗慢性淋巴细胞性甲状腺炎临床经验总结,https://www.cnki.net/KCMS/detail/detail.aspx?dbcode=CMFD&filename=1013158468.nh,邓翠,Chinese Master's Theses Full-text Database,2012-04-01,Master's Theses,5,Hashimoto’s disease;; Chinese medicine treatment;; experience;,"Chronic Lymphocytic Thyroiditis is one of the most common types in autoimmunethyroiditis,which is also called hashimoto’s thyroiditis or hashimoto’s diseasebecause of the pathogenic features of thyroid gland such as diffuse lymphocyticinfiltrates、fibrosis、interstitial cell atrophy、eosinophilic change of acinarcells and so on. In recent years, with the improvement of living standards andthe change of life style, the decreased amount of sports activities、the changeof dietary structure and genetic factors have become the main factors of risingrates of CLT, which influence the quality of life seriously.Immunosuppressivedrugs are used to solve the problem in Modern Medicine. Those HD patients whosedisease process develop to hypothyroidism need to take long-term replacementtherapy with thyroid hormone, those HD patients accompanied with hyperthyroidismare not advocated to take anti-thyroid drugs. If necessary, you should use itin small doses and short-range, review thyroid function closely. You can alsoadopt effective symptomatic treatment with Propranolol. Radioiodine therapyand surgical treatment are not used generally.But for those who has the diffusethyroid enlargement, we don’t even have specific treatment except surgicaloperation.All the methods we mentioned above can’t correct Immune disordersand each one has its own limitation.To discuss the treatment principles of thisdisease from the point of view of traditional Chinese medicine shows greatadvantages and potential.Zhang Lan professor has a unique and rich experienceof treatment with this disease.In Professor Zhang’s opinion, the significantclinical features of this disease should belong to “goiter” and “gall” inTraditional Chinese Medicine.The pathogenesis of this disease is associated withintegrated factors such as debility, emotional stress, attack of the sixexogenous pathogens, improper diet and so on, which leads to spleen astheniaand dampness phlegm accumulation because of debility or improper diet. Maybe debility or attack of the six exogenous pathogens damages vital qi further, thenleads to both spleen and kidney deficiency; Perhaps emotional stress、liverdepression and qi stagnation、blood stasis and qi stagnation leads to blood stasisresistance step by step. Finally qi stagnation, phlegm and blood stasis gathertogether in front of neck, then gall disease comes out.So the pathogenesis ofthis disease is complex, which belongs to primary deficiency and secondaryexcess.Professor Zhang’s treatment of this disease is according to thetreatment principles of diagnosis and treatment based on an overall analysisof the illness and the patient’s condition and give consideration to bothSuperficiality and origin.We adopt the methods of soothing the liver,invigorating the spleen, tonifying the kidney, promoting the circulation ofqi and reducing phlegm, promoting blood circulation and removing blood stasis,softening hard lumps and dispelling nodes in treatment of this disease. Throughclinical observation we got great curative effect. Now let me summarize ProfessorZhang’s treatment experiences as follows."
Research Progress in Hhshimoto's Disease Associated with Thyroid Carcinoma,https://www.cnki.net/KCMS/detail/detail.aspx?dbcode=CMFD&filename=1014190244.nh,鲍宗旋,Chinese Master's Theses Full-text Database,2014-05-01,Master's Theses,1,Chronic lymphocytic thyroiditis;; Hashimoto’s thyroiditis;; Thyroid  canceinoma;,"Objective: To investigate the clinical features、diagnosis、treatment and prognsis ofHhshimoto’s disease associated with thyroid carcinoma.    Method: On basis of summary of clinical practical experience combined the pertinentliteratures about Hhshimoto’s disease associated with thyroid carcinoma searched inWanfang, VIP, Pubmed database in recent years. To understand the latest progressabout clinical features、diagnosis、treatment and prognsis of Hhshimoto’s diseaseassociated with thyroid carcinoma.    Results: Ultrasound plays an important role in diagnosing Hhshimoto’s diseaseassociated with thyroid carcinoma; Fine needle biopsy cytology in the preoperativediagnosis Hhshimoto’s disease associated with thyroid carcinoma remains to befurther discussed; It is very important to master surgical exploration indications.Thesurgical procedure of HT coexisting with thyroid cancer should be the priciple ofradical surgery of thyroid cancer;Hhshimoto’s disease associated with thyroidcarcinoma has a low recurrence, and prognosis is relatively good.    Conclusion: The preoperative diagnosis of Hhshimoto’s disease associated withthyroid carcinoma is difficult. The effective treatment is surgical, ploration becomesan important way of diagnosis and treatment to the disease.The surgical procedure ofHT coexisting with thyroid cancer should the priciple of radical surgery of thyroidcancer."
Study on Correlation of Chronic Lymphocytic Thyroiditis between Chinese Medicine Syndrome Elements and Clinical Indicators,https://www.cnki.net/KCMS/detail/detail.aspx?dbcode=CMFD&filename=1014359204.nh,冯婉枝,Chinese Master's Theses Full-text Database,2014-04-01,Master's Theses,7,Chronic lymphocytic thyroiditis;; Chinese Medicine Syndrome   elements;; syndrome types;,"Objective    Chronic lymphocytic thyroiditis, as a kind of organ specific autoimmune disease, gains more and more prominence because of its development trend-hypothyroidism. Early diagnosis and decline in rate of misdiagnosis are beneficial for therapeutic and cured. The slow pace of development results that it is hard to be found early in the disease. Achievements of modern clinical treatments, including the hormone replacement therapy, the immunomodulatory thetapy, and the surgical treatment, have been approved. Limitations and adverse effects cannot be neglected. Even though Chinese medicine treatment achieved a lot, uniform standards for diagnosis and efficacy assessment remain vacant.    Purpose    By using epidemiologic methods Chronic lymphocytic thyroiditis syndromes of traditional Chinese Medicine information are collected. For the purpose of providing valuable reference for TCM differentiation and treatment, the study discusses distrution of the syndrome characteristics and elements. Meantime the relationship between the index changes and the Chinese syndrome elements will guide objective items to evaluate the therapeutic effect of Chinese Medicine. Methods    The study used cross-sectional method after investigation about the departed literature, to establish the Chinese Medicine information collection aims to the Chronic lymphocytic thyroiditis clinical characteristics and associated symptoms. According to inclusion and exclusion criterion, select patients with Chronic lymphocytic thyroiditis in Guangdong Province Traditional Chinese Medical Hospital utpatient or hospitalization from August 2013to February2014. Construct information database by collecting material from the patients, and extract the syndrome elements and statistical analysis.    Results    1. Statistical analysis of datas on246cases show that the main clinical symptoms are mental fatigue, weakness, extrnme chilliness, vexation sleeplessness, palpitation, dryness of the mouth and throat, and local scleroma. The colors of tongue can be dark, red and reddish. The pulse condition of the disease can be thin, sink, slippery and stringlike.    2. Dimensionalitu reduction of the46characters with factor analysis concludes13common factors. Refer to the ""Clinical part of terminology of traditional Chinese Medicine"" and the ""Chinese Medicine clinical research guidelines"", symptoms are divided into seven character categories, including deficiency of Qi, deficiency of Ying, deficiency of Yang, deficiency of blood, stagnation of blood, phlegm-dampness, intrinsic heat. The main position catefories are heart, diver, spleen and lung.    3.By cluster analysis and clinical practice the13common factors are summarized in five types, phlegm dampness spleen, deficiency of Yin, defiency of Yin and blood, deficiency of Yang and Qi, blood stasis heat.    4. To research the character elements and objective indicators with ANOVA and Logistic regression analysis, we find that the age of patients inversely related to deficiency of blood and blood stasis but positive correlated with deficiency of Yin. Conelusion    Syndrome elements of Chronic lymphocytic thyroiditis are deficiency of Qi, deficiency of Ying, deficiency of Yang, deficiency of blood, stagnation of blood, phlegm-dampness, intrinsic heat. The TCM differentiation types are phlegm dampness spleen, deficiency of Yin, defiency of Yin and blood, deficiency of Yang and Qi, blood stasis heat. The relationship between elements and clinical indicators has been confirmed. For the clinical diagnosis and treatment providing a basis, the Chronic lymphocytic thyroiditis sydromes has been formed. Meantime, the study on standardization of TCM syndrome made beneficial attempt."
软坚消瘿颗粒剂对EAT大鼠T淋巴细胞亚群的影响,https://www.cnki.net/KCMS/detail/detail.aspx?dbcode=CMFD&filename=1015564191.nh,李蕊,Chinese Master's Theses Full-text Database,2014-04-01,Master's Theses,3,CLT;; Ruan Jian Xiao Ying decoction;; T Lymphocyte subpopulation;; CD4+/CD8+;; thyroid autoantibody;,"Purpose：To verify the effects of Ruan Jian Xiao Ying decoction in treatment of CLT. Bycontrasting the positive Tripterygium glycosides Tablet, we observe the effects of Ruan JianXiao Ying decoction on T-lymphocyte subsets of EAT rat’s PB and the weight of Thyroid.    Material and method：Weigh sixty rats, and randomly divided into four groups byweight.（namely normal group, model group, Tripterygll Totorum treatment group, Ruan JianXiao Ying decoction treatment group）. Each rat is marked by picric acid. After a week’s feed,the other three groups’ rats will be injected TG and CFA mixed solvent twice into abdominalsubcutaneous part. From the second week to the sixth week, TG and CFA mixed solventagain together with0.064%sodium iodide. Treat the rats for six weeks with TripterygllTotorum and Ruan Jian Xiao Ying decoction. Based on the testing:（1） Adopt ELISA to testTgAb and TpoAb.（2） Adopt ELISA to test T-lymphocyte subsets CD4+and CD8+in PB andcount CD4+/CD8+.（3） Weigh the rat’s Thyroid and calculates the index of Thyroid andweight. Method: Use spss17.0to analyze the results.    Results:1. Variation of TgAb and TpoAb: TgAb and TpoAb have increased significantly inboth normal group and EAT group, and is of significance （P＜0.01）. This means rats’ model ofCLT is a success. There is no significant differences between Tripterygll Totorum treatmentgroup and Ruan Jian Xiao Ying decoction treatment group（P＞0.05）. There are significantdifferences between the treatment groups and the model group（P＜0.01）. This means bothgroups can decrease the double antibody in serum, which has effect on EAT rats.2. Variation of CD4+、CD8+and CD4+/CD8+: The model group has great difference from thenormal group （P＜0.01）. CD8+in the model group is lower than the normal group’s （P＜0.01）;CD4+/CD8+is higher than normal group’s and has significant difference （P＜0.01）; CD4+andCD8+in Tripterygll Totorum treatment group and Ruan Jian Xiao Ying decoction treatmentgroup has no great difference from the normal group’s （P＞0.05）; both treatment groups’ CD8+are obviously higher than the model group （P＜0.01）; CD4+/CD8+is obviously lower than themodel group （P＜0.01）; Comparing Ruan Jian Xiao Ying decoction treatment group with Tripterygll Totorum treatment group, CD4+、CD8+、CD4+/CD8+have no obvious distinction（P＞0.05）.    Conclusion:    1. TgAb and TpoAb in Rats of model group have significantly increased, which indicates thesuccessful creation of Eat rat; Ruan Jian Xiao Ying decoction treatment group and TripterygllTotorum treatment group can help lower the serum antibody in EAT rat, which indicatesRuan Jian Xiao Ying decoction can prevent CLT;    2.Restore T Lymphocyte subpopulation CD4+/CD8+to a normal range and balance theimmunity response."
The Study of TCM Constitution of Hashimoto's Thyroiditis with Normal Thyroid Function and Related Indicators,https://www.cnki.net/KCMS/detail/detail.aspx?dbcode=CMFD&filename=1015361233.nh,彭俊祥,Chinese Master's Theses Full-text Database,2015-04-01,Master's Theses,21,Hashimoto’s thyroiditis;; normal thyroid function;; the Traditional Chinese Medicine body constitutions;; Study;; Related indicators;,"ObjectiveTo survey the Traditional Chinese Medicine（TCM） body constitutions and thyroid hormones in patients with Hashimoto’s thyroiditis and the normal thyroid function, and study the relationships between constitutions and hormones to provide the basis for preventing and treating Hashimoto’s thyroiditis with TCM.MethodsFrom August 2014 to February 2015 we investigated the constitutional types of 150 cases with Hashimoto’s thyroiditis and normal thyroid functionfrom the Guangdong Provincial Hospital by the standard in Classification and Determination, of TCM Constitutions. The patients need to answer the question by their recent 1 year experience and feel. Finally, the processing is resulted by statistical methods.ResultsPatients with Qi deficiency （27.3%）, Yangxu（20.0%） based, which accounted for 55.33% of virtual constitution, accounting for 34.67% of solid physique.Hashimoto’s thyroiditis patients with normal thyroid function in women, accounting for 90.7%. More common in young adult 20-59 years to more common, accounting for 62.67%. The male patients with Qi deficiency consitution, gentleness consitution, damp consitution, female patients with Qi deficiency consitution, yangxu consitution, qi-stagnation. Logistic correlation analysis in physical type and related factors, the age and positively associated with mild abnormalities TGAb into yang quality, age and mild abnormalities TGAb and TPOAb and negatively correlated with qi quality, BMI greater the risk of emergence of phlegm higher. ConclusionWith Qi deficiency and yangxu quality such as virtual constitution mainly for normal thyroid function in patients with Hashimoto’s thyroiditis’s major physical type. The incidence of women ae more than men. Male patients with Qi deficiency’s, gentleness’s, damp quality-based’s, female patients with Qi deficiency, yangxu, qi stagnation. Based on the the relevant connection of between yangxu and age and between BMI and phlegm, it can provide evidence of preventing and treating Hashimoto’s thyroiditis with the traditional Chinese medicine."
