2024-08-16 21:19:51 INFO 'query_baidu' start 680 tasks by parallel.
2024-08-16 21:19:58 SUCCESS Task (营销策划, 0) completed by parallel. Result is [{'关键词': '营销策划', '百度手机页码': 1, '百度手机排名': 1, '百度手机标题.... Used  6.93 seconds.
2024-08-16 21:27:03 SUCCESS Task (项目互换, 1) completed by serial. Result is []. Used  0.45 seconds.
2024-08-16 21:27:04 SUCCESS Task (项目互换, 2) completed by serial. Result is []. Used  0.45 seconds.
2024-08-16 21:27:04 SUCCESS Task (项目互换, 3) completed by serial. Result is []. Used  0.47 seconds.
2024-08-16 21:27:05 SUCCESS Task (项目互换, 4) completed by serial. Result is []. Used  0.47 seconds.
2024-08-16 21:27:05 SUCCESS Task (项目互换, 5) completed by serial. Result is []. Used  0.69 seconds.
2024-08-16 21:27:06 SUCCESS Task (项目互换, 6) completed by serial. Result is []. Used  0.57 seconds.
2024-08-16 21:27:07 SUCCESS Task (项目互换, 7) completed by serial. Result is []. Used  1.01 seconds.
2024-08-16 21:27:07 SUCCESS Task (项目互换, 8) completed by serial. Result is []. Used  0.52 seconds.
2024-08-16 21:27:08 SUCCESS Task (项目互换, 9) completed by serial. Result is []. Used  0.47 seconds.
2024-08-16 21:27:08 SUCCESS Task (文案, 0) completed by serial. Result is []. Used  0.45 seconds.
2024-08-16 21:27:09 SUCCESS Task (文案, 1) completed by serial. Result is []. Used  0.47 seconds.
2024-08-16 21:27:09 SUCCESS Task (文案, 2) completed by serial. Result is []. Used  0.44 seconds.
2024-08-16 21:27:10 SUCCESS Task (文案, 3) completed by serial. Result is []. Used  0.45 seconds.
2024-08-16 21:27:11 SUCCESS Task (文案, 4) completed by serial. Result is []. Used  1.03 seconds.
2024-08-16 21:27:11 SUCCESS Task (文案, 5) completed by serial. Result is []. Used  0.49 seconds.
2024-08-16 21:27:12 SUCCESS Task (文案, 6) completed by serial. Result is []. Used  0.46 seconds.
2024-08-16 21:27:12 SUCCESS Task (文案, 7) completed by serial. Result is []. Used  0.49 seconds.
2024-08-16 21:27:13 SUCCESS Task (文案, 8) completed by serial. Result is []. Used  0.49 seconds.
2024-08-16 21:27:13 SUCCESS Task (文案, 9) completed by serial. Result is []. Used  0.46 seconds.
2024-08-16 21:27:14 SUCCESS Task (推广, 0) completed by serial. Result is []. Used  0.43 seconds.
2024-08-16 21:27:14 SUCCESS Task (推广, 1) completed by serial. Result is []. Used  0.48 seconds.
2024-08-16 21:27:15 SUCCESS Task (推广, 2) completed by serial. Result is []. Used  0.49 seconds.
2024-08-16 21:27:15 SUCCESS Task (推广, 3) completed by serial. Result is []. Used  0.45 seconds.
2024-08-16 21:27:15 SUCCESS Task (推广, 4) completed by serial. Result is []. Used  0.47 seconds.
2024-08-16 21:27:16 SUCCESS Task (推广, 5) completed by serial. Result is []. Used  0.48 seconds.
2024-08-16 21:27:16 SUCCESS Task (推广, 6) completed by serial. Result is []. Used  0.44 seconds.
2024-08-16 21:27:17 SUCCESS Task (推广, 7) completed by serial. Result is []. Used  0.48 seconds.
2024-08-16 21:27:17 SUCCESS Task (推广, 8) completed by serial. Result is []. Used  0.46 seconds.
2024-08-16 21:27:18 SUCCESS Task (推广, 9) completed by serial. Result is []. Used  0.50 seconds.
2024-08-16 21:27:19 SUCCESS Task (头条, 0) completed by serial. Result is []. Used  1.05 seconds.
2024-08-16 21:27:19 SUCCESS Task (头条, 1) completed by serial. Result is []. Used  0.50 seconds.
2024-08-16 21:27:20 SUCCESS Task (头条, 2) completed by serial. Result is []. Used  1.06 seconds.
2024-08-16 21:27:21 SUCCESS Task (头条, 3) completed by serial. Result is []. Used  0.47 seconds.
2024-08-16 21:27:21 SUCCESS Task (头条, 4) completed by serial. Result is []. Used  0.45 seconds.
2024-08-16 21:27:22 SUCCESS Task (头条, 5) completed by serial. Result is []. Used  0.44 seconds.
2024-08-16 21:27:22 SUCCESS Task (头条, 6) completed by serial. Result is []. Used  0.45 seconds.
2024-08-16 21:27:23 SUCCESS Task (头条, 7) completed by serial. Result is []. Used  0.50 seconds.
2024-08-16 21:27:23 SUCCESS Task (头条, 8) completed by serial. Result is []. Used  0.46 seconds.
2024-08-16 21:27:24 SUCCESS Task (头条, 9) completed by serial. Result is []. Used  0.46 seconds.
2024-08-16 21:27:24 SUCCESS Task (私人定制, 0) completed by serial. Result is []. Used  0.44 seconds.
2024-08-16 21:27:25 SUCCESS Task (私人定制, 1) completed by serial. Result is []. Used  0.46 seconds.
2024-08-16 21:27:25 SUCCESS Task (私人定制, 2) completed by serial. Result is []. Used  0.47 seconds.
2024-08-16 21:27:26 SUCCESS Task (私人定制, 3) completed by serial. Result is []. Used  0.47 seconds.
2024-08-16 21:27:26 SUCCESS Task (私人定制, 4) completed by serial. Result is []. Used  0.47 seconds.
2024-08-16 21:27:27 SUCCESS Task (私人定制, 5) completed by serial. Result is []. Used  1.04 seconds.
2024-08-16 21:27:28 SUCCESS Task (私人定制, 6) completed by serial. Result is []. Used  0.44 seconds.
2024-08-16 21:27:28 SUCCESS Task (私人定制, 7) completed by serial. Result is []. Used  0.48 seconds.
2024-08-16 21:27:28 SUCCESS Task (私人定制, 8) completed by serial. Result is []. Used  0.49 seconds.
2024-08-16 21:27:29 SUCCESS Task (私人定制, 9) completed by serial. Result is []. Used  0.46 seconds.
2024-08-16 21:27:29 SUCCESS Task (社交, 0) completed by serial. Result is []. Used  0.45 seconds.
2024-08-16 21:27:30 SUCCESS Task (社交, 1) completed by serial. Result is []. Used  0.47 seconds.
2024-08-16 21:27:30 SUCCESS Task (社交, 2) completed by serial. Result is []. Used  0.47 seconds.
2024-08-16 21:27:31 SUCCESS Task (社交, 3) completed by serial. Result is []. Used  0.44 seconds.
2024-08-16 21:27:31 SUCCESS Task (社交, 4) completed by serial. Result is []. Used  0.68 seconds.
2024-08-16 21:27:32 SUCCESS Task (社交, 5) completed by serial. Result is []. Used  0.91 seconds.
2024-08-16 21:27:33 SUCCESS Task (社交, 6) completed by serial. Result is []. Used  0.49 seconds.
2024-08-16 21:27:33 SUCCESS Task (社交, 7) completed by serial. Result is []. Used  0.48 seconds.
2024-08-16 21:27:34 SUCCESS Task (社交, 8) completed by serial. Result is []. Used  0.46 seconds.
2024-08-16 21:27:34 SUCCESS Task (社交, 9) completed by serial. Result is []. Used  0.44 seconds.
2024-08-16 21:27:35 SUCCESS Task (商务合作, 0) completed by serial. Result is []. Used  1.05 seconds.
2024-08-16 21:27:36 SUCCESS Task (商务合作, 1) completed by serial. Result is []. Used  0.61 seconds.
2024-08-16 21:27:37 SUCCESS Task (商务合作, 2) completed by serial. Result is []. Used  1.02 seconds.
2024-08-16 21:27:37 SUCCESS Task (商务合作, 3) completed by serial. Result is []. Used  0.47 seconds.
2024-08-16 21:27:38 SUCCESS Task (商务合作, 4) completed by serial. Result is []. Used  0.45 seconds.
2024-08-16 21:27:38 SUCCESS Task (商务合作, 5) completed by serial. Result is []. Used  0.43 seconds.
2024-08-16 21:27:39 SUCCESS Task (商务合作, 6) completed by serial. Result is []. Used  0.87 seconds.
2024-08-16 21:27:40 SUCCESS Task (商务合作, 7) completed by serial. Result is []. Used  0.47 seconds.
2024-08-16 21:27:40 SUCCESS Task (商务合作, 8) completed by serial. Result is []. Used  0.51 seconds.
2024-08-16 21:27:41 SUCCESS Task (商务合作, 9) completed by serial. Result is []. Used  0.46 seconds.
2024-08-16 21:27:41 SUCCESS Task (沙龙, 0) completed by serial. Result is []. Used  0.48 seconds.
2024-08-16 21:27:42 SUCCESS Task (沙龙, 1) completed by serial. Result is []. Used  0.46 seconds.
2024-08-16 21:27:42 SUCCESS Task (沙龙, 2) completed by serial. Result is []. Used  0.47 seconds.
2024-08-16 21:27:42 SUCCESS Task (沙龙, 3) completed by serial. Result is []. Used  0.44 seconds.
2024-08-16 21:27:43 SUCCESS Task (沙龙, 4) completed by serial. Result is []. Used  0.78 seconds.
2024-08-16 21:27:44 SUCCESS Task (沙龙, 5) completed by serial. Result is []. Used  0.47 seconds.
2024-08-16 21:27:44 SUCCESS Task (沙龙, 6) completed by serial. Result is []. Used  0.45 seconds.
2024-08-16 21:27:45 SUCCESS Task (沙龙, 7) completed by serial. Result is []. Used  0.47 seconds.
2024-08-16 21:27:45 SUCCESS Task (沙龙, 8) completed by serial. Result is []. Used  0.45 seconds.
2024-08-16 21:27:46 SUCCESS Task (沙龙, 9) completed by serial. Result is []. Used  0.46 seconds.
2024-08-16 21:27:46 SUCCESS Task (软件推广, 0) completed by serial. Result is []. Used  0.91 seconds.
2024-08-16 21:27:48 SUCCESS Task (软件推广, 1) completed by serial. Result is []. Used  1.04 seconds.
2024-08-16 21:27:48 SUCCESS Task (软件推广, 2) completed by serial. Result is []. Used  0.46 seconds.
2024-08-16 21:27:48 SUCCESS Task (软件推广, 3) completed by serial. Result is []. Used  0.47 seconds.
2024-08-16 21:27:49 SUCCESS Task (软件推广, 4) completed by serial. Result is []. Used  0.48 seconds.
2024-08-16 21:27:49 SUCCESS Task (软件推广, 5) completed by serial. Result is []. Used  0.47 seconds.
2024-08-16 21:27:50 SUCCESS Task (软件推广, 6) completed by serial. Result is []. Used  1.05 seconds.
2024-08-16 21:27:51 SUCCESS Task (软件推广, 7) completed by serial. Result is []. Used  0.48 seconds.
2024-08-16 21:27:51 SUCCESS Task (软件推广, 8) completed by serial. Result is []. Used  0.47 seconds.
2024-08-16 21:27:52 SUCCESS Task (软件推广, 9) completed by serial. Result is []. Used  0.47 seconds.
2024-08-16 21:27:52 SUCCESS Task (人脉, 0) completed by serial. Result is []. Used  0.44 seconds.
2024-08-16 21:27:53 SUCCESS Task (人脉, 1) completed by serial. Result is []. Used  0.47 seconds.
2024-08-16 21:27:53 SUCCESS Task (人脉, 2) completed by serial. Result is []. Used  0.46 seconds.
2024-08-16 21:27:54 SUCCESS Task (人脉, 3) completed by serial. Result is []. Used  1.03 seconds.
2024-08-16 21:27:55 SUCCESS Task (人脉, 4) completed by serial. Result is []. Used  0.45 seconds.
2024-08-16 21:27:55 SUCCESS Task (人脉, 5) completed by serial. Result is []. Used  0.45 seconds.
2024-08-16 21:27:56 SUCCESS Task (人脉, 6) completed by serial. Result is []. Used  0.44 seconds.
2024-08-16 21:27:56 SUCCESS Task (人脉, 7) completed by serial. Result is []. Used  0.46 seconds.
2024-08-16 21:27:57 SUCCESS Task (人脉, 8) completed by serial. Result is []. Used  0.46 seconds.
2024-08-16 21:27:57 SUCCESS Task (人脉, 9) completed by serial. Result is []. Used  0.48 seconds.
2024-08-16 21:27:57 SUCCESS Task (圈子, 0) completed by serial. Result is []. Used  0.44 seconds.
2024-08-16 21:27:58 SUCCESS Task (圈子, 1) completed by serial. Result is []. Used  0.46 seconds.
2024-08-16 21:27:58 SUCCESS Task (圈子, 2) completed by serial. Result is []. Used  0.48 seconds.
2024-08-16 21:27:59 SUCCESS Task (圈子, 3) completed by serial. Result is []. Used  0.49 seconds.
2024-08-16 21:28:00 SUCCESS Task (圈子, 4) completed by serial. Result is []. Used  1.03 seconds.
2024-08-16 21:28:00 SUCCESS Task (圈子, 5) completed by serial. Result is []. Used  0.46 seconds.
2024-08-16 21:28:01 SUCCESS Task (圈子, 6) completed by serial. Result is []. Used  0.45 seconds.
2024-08-16 21:28:01 SUCCESS Task (圈子, 7) completed by serial. Result is []. Used  0.46 seconds.
2024-08-16 21:28:02 SUCCESS Task (圈子, 8) completed by serial. Result is []. Used  0.83 seconds.
2024-08-16 21:28:03 SUCCESS Task (圈子, 9) completed by serial. Result is []. Used  0.54 seconds.
2024-08-16 21:28:03 SUCCESS Task (对接人, 0) completed by serial. Result is []. Used  0.45 seconds.
2024-08-16 21:28:04 SUCCESS Task (对接人, 1) completed by serial. Result is []. Used  0.46 seconds.
2024-08-16 21:28:04 SUCCESS Task (对接人, 2) completed by serial. Result is []. Used  0.45 seconds.
2024-08-16 21:28:05 SUCCESS Task (对接人, 3) completed by serial. Result is []. Used  0.48 seconds.
2024-08-16 21:28:05 SUCCESS Task (对接人, 4) completed by serial. Result is []. Used  0.87 seconds.
2024-08-16 21:28:06 SUCCESS Task (对接人, 5) completed by serial. Result is []. Used  0.46 seconds.
2024-08-16 21:28:06 SUCCESS Task (对接人, 6) completed by serial. Result is []. Used  0.48 seconds.
2024-08-16 21:28:07 SUCCESS Task (对接人, 7) completed by serial. Result is []. Used  0.47 seconds.
2024-08-16 21:28:07 SUCCESS Task (对接人, 8) completed by serial. Result is []. Used  0.46 seconds.
2024-08-16 21:28:08 SUCCESS Task (对接人, 9) completed by serial. Result is []. Used  0.46 seconds.
2024-08-16 21:28:08 SUCCESS Task (求职, 0) completed by serial. Result is []. Used  0.47 seconds.
2024-08-16 21:28:09 SUCCESS Task (求职, 1) completed by serial. Result is []. Used  0.47 seconds.
2024-08-16 21:28:10 SUCCESS Task (求职, 2) completed by serial. Result is []. Used  0.96 seconds.
2024-08-16 21:28:10 SUCCESS Task (求职, 3) completed by serial. Result is []. Used  0.44 seconds.
2024-08-16 21:28:11 SUCCESS Task (求职, 4) completed by serial. Result is []. Used  0.45 seconds.
2024-08-16 21:28:11 SUCCESS Task (求职, 5) completed by serial. Result is []. Used  0.46 seconds.
2024-08-16 21:28:12 SUCCESS Task (求职, 6) completed by serial. Result is []. Used  1.03 seconds.
2024-08-16 21:28:13 SUCCESS Task (求职, 7) completed by serial. Result is []. Used  0.46 seconds.
2024-08-16 21:28:13 SUCCESS Task (求职, 8) completed by serial. Result is []. Used  0.44 seconds.
2024-08-16 21:28:13 SUCCESS Task (求职, 9) completed by serial. Result is []. Used  0.48 seconds.
2024-08-16 21:28:14 SUCCESS Task (竞价, 0) completed by serial. Result is []. Used  0.45 seconds.
2024-08-16 21:28:14 SUCCESS Task (竞价, 1) completed by serial. Result is []. Used  0.42 seconds.
2024-08-16 21:28:15 SUCCESS Task (竞价, 2) completed by serial. Result is []. Used  0.49 seconds.
2024-08-16 21:28:15 SUCCESS Task (竞价, 3) completed by serial. Result is []. Used  0.51 seconds.
2024-08-16 21:28:16 SUCCESS Task (竞价, 4) completed by serial. Result is []. Used  0.50 seconds.
2024-08-16 21:28:16 SUCCESS Task (竞价, 5) completed by serial. Result is []. Used  0.45 seconds.
2024-08-16 21:28:17 SUCCESS Task (竞价, 6) completed by serial. Result is []. Used  0.49 seconds.
2024-08-16 21:28:17 SUCCESS Task (竞价, 7) completed by serial. Result is []. Used  0.45 seconds.
2024-08-16 21:28:18 SUCCESS Task (竞价, 8) completed by serial. Result is []. Used  0.48 seconds.
2024-08-16 21:28:18 SUCCESS Task (竞价, 9) completed by serial. Result is []. Used  0.47 seconds.
2024-08-16 21:28:19 SUCCESS Task (sem, 0) completed by serial. Result is []. Used  0.48 seconds.
2024-08-16 21:28:19 SUCCESS Task (sem, 1) completed by serial. Result is []. Used  0.46 seconds.
2024-08-16 21:28:20 SUCCESS Task (sem, 2) completed by serial. Result is []. Used  0.46 seconds.
2024-08-16 21:28:20 SUCCESS Task (sem, 3) completed by serial. Result is []. Used  0.42 seconds.
2024-08-16 21:28:20 SUCCESS Task (sem, 4) completed by serial. Result is []. Used  0.46 seconds.
2024-08-16 21:28:21 SUCCESS Task (sem, 5) completed by serial. Result is []. Used  0.47 seconds.
2024-08-16 21:28:22 SUCCESS Task (sem, 6) completed by serial. Result is []. Used  0.61 seconds.
2024-08-16 21:28:22 SUCCESS Task (sem, 7) completed by serial. Result is []. Used  0.47 seconds.
2024-08-16 21:28:22 SUCCESS Task (sem, 8) completed by serial. Result is []. Used  0.45 seconds.
2024-08-16 21:28:23 SUCCESS Task (sem, 9) completed by serial. Result is []. Used  0.50 seconds.
2024-08-16 21:28:23 SUCCESS Task (SEM, 0) completed by serial. Result is []. Used  0.49 seconds.
2024-08-16 21:28:24 SUCCESS Task (SEM, 1) completed by serial. Result is []. Used  0.52 seconds.
2024-08-16 21:28:24 SUCCESS Task (SEM, 2) completed by serial. Result is []. Used  0.48 seconds.
2024-08-16 21:28:25 SUCCESS Task (SEM, 3) completed by serial. Result is []. Used  0.53 seconds.
2024-08-16 21:28:26 SUCCESS Task (SEM, 4) completed by serial. Result is []. Used  0.54 seconds.
2024-08-16 21:28:26 SUCCESS Task (SEM, 5) completed by serial. Result is []. Used  0.48 seconds.
2024-08-16 21:28:26 SUCCESS Task (SEM, 6) completed by serial. Result is []. Used  0.47 seconds.
2024-08-16 21:28:27 SUCCESS Task (SEM, 7) completed by serial. Result is []. Used  0.47 seconds.
2024-08-16 21:28:27 SUCCESS Task (SEM, 8) completed by serial. Result is []. Used  0.45 seconds.
2024-08-16 21:28:28 SUCCESS Task (SEM, 9) completed by serial. Result is []. Used  0.49 seconds.
2024-08-16 21:28:28 SUCCESS Task (排名, 0) completed by serial. Result is []. Used  0.48 seconds.
2024-08-16 21:28:29 SUCCESS Task (排名, 1) completed by serial. Result is []. Used  0.77 seconds.
2024-08-16 21:28:30 SUCCESS Task (排名, 2) completed by serial. Result is []. Used  0.78 seconds.
2024-08-16 21:28:31 SUCCESS Task (排名, 3) completed by serial. Result is []. Used  0.95 seconds.
2024-08-16 21:28:32 SUCCESS Task (排名, 4) completed by serial. Result is []. Used  0.82 seconds.
2024-08-16 21:28:33 SUCCESS Task (排名, 5) completed by serial. Result is []. Used  0.81 seconds.
2024-08-16 21:28:34 SUCCESS Task (排名, 6) completed by serial. Result is []. Used  1.02 seconds.
2024-08-16 21:28:34 SUCCESS Task (排名, 7) completed by serial. Result is []. Used  0.83 seconds.
2024-08-16 21:28:35 SUCCESS Task (排名, 8) completed by serial. Result is []. Used  0.85 seconds.
2024-08-16 21:28:36 SUCCESS Task (排名, 9) completed by serial. Result is []. Used  0.83 seconds.
2024-08-16 21:28:37 SUCCESS Task (媒体合作, 0) completed by serial. Result is []. Used  0.77 seconds.
2024-08-16 21:28:38 SUCCESS Task (媒体合作, 1) completed by serial. Result is []. Used  0.80 seconds.
2024-08-16 21:28:38 SUCCESS Task (媒体合作, 2) completed by serial. Result is []. Used  0.79 seconds.
2024-08-16 21:28:39 SUCCESS Task (媒体合作, 3) completed by serial. Result is []. Used  1.05 seconds.
2024-08-16 21:28:40 SUCCESS Task (媒体合作, 4) completed by serial. Result is []. Used  0.86 seconds.
2024-08-16 21:28:41 SUCCESS Task (媒体合作, 5) completed by serial. Result is []. Used  0.78 seconds.
2024-08-16 21:28:42 SUCCESS Task (媒体合作, 6) completed by serial. Result is []. Used  0.82 seconds.
2024-08-16 21:28:43 SUCCESS Task (媒体合作, 7) completed by serial. Result is []. Used  0.83 seconds.
2024-08-16 21:28:44 SUCCESS Task (媒体合作, 8) completed by serial. Result is []. Used  0.80 seconds.
2024-08-16 21:28:44 SUCCESS Task (媒体合作, 9) completed by serial. Result is []. Used  0.46 seconds.
2024-08-16 21:28:45 SUCCESS Task (裂变, 0) completed by serial. Result is []. Used  0.48 seconds.
2024-08-16 21:28:45 SUCCESS Task (裂变, 1) completed by serial. Result is []. Used  0.47 seconds.
2024-08-16 21:28:45 SUCCESS Task (裂变, 2) completed by serial. Result is []. Used  0.47 seconds.
2024-08-16 21:28:46 SUCCESS Task (裂变, 3) completed by serial. Result is []. Used  0.48 seconds.
2024-08-16 21:28:46 SUCCESS Task (裂变, 4) completed by serial. Result is []. Used  0.44 seconds.
2024-08-16 21:28:47 SUCCESS Task (裂变, 5) completed by serial. Result is []. Used  0.47 seconds.
2024-08-16 21:28:47 SUCCESS Task (裂变, 6) completed by serial. Result is []. Used  0.45 seconds.
2024-08-16 21:28:48 SUCCESS Task (裂变, 7) completed by serial. Result is []. Used  0.49 seconds.
2024-08-16 21:28:48 SUCCESS Task (裂变, 8) completed by serial. Result is []. Used  0.48 seconds.
2024-08-16 21:28:49 SUCCESS Task (裂变, 9) completed by serial. Result is []. Used  0.50 seconds.
2024-08-16 21:28:49 SUCCESS Task (客户管理, 0) completed by serial. Result is []. Used  0.47 seconds.
2024-08-16 21:28:50 SUCCESS Task (客户管理, 1) completed by serial. Result is []. Used  0.44 seconds.
2024-08-16 21:28:50 SUCCESS Task (客户管理, 2) completed by serial. Result is []. Used  0.47 seconds.
2024-08-16 21:28:51 SUCCESS Task (客户管理, 3) completed by serial. Result is []. Used  0.47 seconds.
2024-08-16 21:28:51 SUCCESS Task (客户管理, 4) completed by serial. Result is []. Used  0.47 seconds.
2024-08-16 21:28:52 SUCCESS Task (客户管理, 5) completed by serial. Result is []. Used  0.47 seconds.
2024-08-16 21:28:52 SUCCESS Task (客户管理, 6) completed by serial. Result is []. Used  0.56 seconds.
2024-08-16 21:28:53 SUCCESS Task (客户管理, 7) completed by serial. Result is []. Used  0.47 seconds.
2024-08-16 21:28:53 SUCCESS Task (客户管理, 8) completed by serial. Result is []. Used  0.45 seconds.
2024-08-16 21:28:53 SUCCESS Task (客户管理, 9) completed by serial. Result is []. Used  0.44 seconds.
2024-08-16 21:28:54 SUCCESS Task (客户成功, 0) completed by serial. Result is []. Used  0.48 seconds.
2024-08-16 21:28:54 SUCCESS Task (客户成功, 1) completed by serial. Result is []. Used  0.47 seconds.
2024-08-16 21:28:55 SUCCESS Task (客户成功, 2) completed by serial. Result is []. Used  0.49 seconds.
2024-08-16 21:28:55 SUCCESS Task (客户成功, 3) completed by serial. Result is []. Used  0.45 seconds.
2024-08-16 21:28:56 SUCCESS Task (客户成功, 4) completed by serial. Result is []. Used  0.46 seconds.
2024-08-16 21:28:56 SUCCESS Task (客户成功, 5) completed by serial. Result is []. Used  0.48 seconds.
2024-08-16 21:28:57 SUCCESS Task (客户成功, 6) completed by serial. Result is []. Used  0.46 seconds.
2024-08-16 21:28:57 SUCCESS Task (客户成功, 7) completed by serial. Result is []. Used  0.46 seconds.
2024-08-16 21:28:58 SUCCESS Task (客户成功, 8) completed by serial. Result is []. Used  0.45 seconds.
2024-08-16 21:28:58 SUCCESS Task (客户成功, 9) completed by serial. Result is []. Used  0.49 seconds.
2024-08-16 21:28:59 SUCCESS Task (绝活, 0) completed by serial. Result is []. Used  0.48 seconds.
2024-08-16 21:28:59 SUCCESS Task (绝活, 1) completed by serial. Result is []. Used  0.46 seconds.
2024-08-16 21:29:00 SUCCESS Task (绝活, 2) completed by serial. Result is []. Used  0.48 seconds.
2024-08-16 21:29:00 SUCCESS Task (绝活, 3) completed by serial. Result is []. Used  0.47 seconds.
2024-08-16 21:29:01 SUCCESS Task (绝活, 4) completed by serial. Result is []. Used  0.48 seconds.
2024-08-16 21:29:01 SUCCESS Task (绝活, 5) completed by serial. Result is []. Used  0.45 seconds.
2024-08-16 21:29:02 SUCCESS Task (绝活, 6) completed by serial. Result is []. Used  0.48 seconds.
2024-08-16 21:29:02 SUCCESS Task (绝活, 7) completed by serial. Result is []. Used  0.47 seconds.
2024-08-16 21:29:02 SUCCESS Task (绝活, 8) completed by serial. Result is []. Used  0.45 seconds.
2024-08-16 21:29:03 SUCCESS Task (绝活, 9) completed by serial. Result is []. Used  0.43 seconds.
2024-08-16 21:29:03 SUCCESS Task (俱乐部, 0) completed by serial. Result is []. Used  0.44 seconds.
2024-08-16 21:29:04 SUCCESS Task (俱乐部, 1) completed by serial. Result is []. Used  0.45 seconds.
2024-08-16 21:29:04 SUCCESS Task (俱乐部, 2) completed by serial. Result is []. Used  0.49 seconds.
2024-08-16 21:29:05 SUCCESS Task (俱乐部, 3) completed by serial. Result is []. Used  0.48 seconds.
2024-08-16 21:29:05 SUCCESS Task (俱乐部, 4) completed by serial. Result is []. Used  0.47 seconds.
2024-08-16 21:29:06 SUCCESS Task (俱乐部, 5) completed by serial. Result is []. Used  0.48 seconds.
2024-08-16 21:29:06 SUCCESS Task (俱乐部, 6) completed by serial. Result is []. Used  0.46 seconds.
2024-08-16 21:29:07 SUCCESS Task (俱乐部, 7) completed by serial. Result is []. Used  0.47 seconds.
2024-08-16 21:29:07 SUCCESS Task (俱乐部, 8) completed by serial. Result is []. Used  0.46 seconds.
2024-08-16 21:29:08 SUCCESS Task (俱乐部, 9) completed by serial. Result is []. Used  0.45 seconds.
2024-08-16 21:29:08 SUCCESS Task (竞价数据分析, 0) completed by serial. Result is []. Used  0.45 seconds.
2024-08-16 21:29:08 SUCCESS Task (竞价数据分析, 1) completed by serial. Result is []. Used  0.44 seconds.
2024-08-16 21:29:09 SUCCESS Task (竞价数据分析, 2) completed by serial. Result is []. Used  0.46 seconds.
2024-08-16 21:29:09 SUCCESS Task (竞价数据分析, 3) completed by serial. Result is []. Used  0.47 seconds.
2024-08-16 21:29:10 SUCCESS Task (竞价数据分析, 4) completed by serial. Result is []. Used  0.46 seconds.
2024-08-16 21:29:10 SUCCESS Task (竞价数据分析, 5) completed by serial. Result is []. Used  0.46 seconds.
2024-08-16 21:29:11 SUCCESS Task (竞价数据分析, 6) completed by serial. Result is []. Used  0.48 seconds.
2024-08-16 21:29:11 SUCCESS Task (竞价数据分析, 7) completed by serial. Result is []. Used  0.52 seconds.
2024-08-16 21:29:12 SUCCESS Task (竞价数据分析, 8) completed by serial. Result is []. Used  0.48 seconds.
2024-08-16 21:29:12 SUCCESS Task (竞价数据分析, 9) completed by serial. Result is []. Used  0.45 seconds.
2024-08-16 21:29:13 SUCCESS Task (竞价, 0) completed by serial. Result is []. Used  0.45 seconds.
2024-08-16 21:29:13 SUCCESS Task (竞价, 1) completed by serial. Result is []. Used  0.47 seconds.
2024-08-16 21:29:14 SUCCESS Task (竞价, 2) completed by serial. Result is []. Used  0.45 seconds.
2024-08-16 21:29:14 SUCCESS Task (竞价, 3) completed by serial. Result is []. Used  0.48 seconds.
2024-08-16 21:29:15 SUCCESS Task (竞价, 4) completed by serial. Result is []. Used  0.46 seconds.
2024-08-16 21:29:15 SUCCESS Task (竞价, 5) completed by serial. Result is []. Used  0.45 seconds.
2024-08-16 21:29:15 SUCCESS Task (竞价, 6) completed by serial. Result is []. Used  0.47 seconds.
2024-08-16 21:29:16 SUCCESS Task (竞价, 7) completed by serial. Result is []. Used  0.47 seconds.
2024-08-16 21:29:16 SUCCESS Task (竞价, 8) completed by serial. Result is []. Used  0.49 seconds.
2024-08-16 21:29:17 SUCCESS Task (竞价, 9) completed by serial. Result is []. Used  0.52 seconds.
2024-08-16 21:29:17 SUCCESS Task (精准引流, 0) completed by serial. Result is []. Used  0.46 seconds.
2024-08-16 21:29:18 SUCCESS Task (精准引流, 1) completed by serial. Result is []. Used  0.44 seconds.
2024-08-16 21:29:18 SUCCESS Task (精准引流, 2) completed by serial. Result is []. Used  0.46 seconds.
2024-08-16 21:29:19 SUCCESS Task (精准引流, 3) completed by serial. Result is []. Used  0.44 seconds.
2024-08-16 21:29:19 SUCCESS Task (精准引流, 4) completed by serial. Result is []. Used  0.46 seconds.
2024-08-16 21:29:20 SUCCESS Task (精准引流, 5) completed by serial. Result is []. Used  0.49 seconds.
2024-08-16 21:29:20 SUCCESS Task (精准引流, 6) completed by serial. Result is []. Used  0.48 seconds.
2024-08-16 21:29:21 SUCCESS Task (精准引流, 7) completed by serial. Result is []. Used  0.47 seconds.
2024-08-16 21:29:21 SUCCESS Task (精准引流, 8) completed by serial. Result is []. Used  0.45 seconds.
2024-08-16 21:29:22 SUCCESS Task (精准引流, 9) completed by serial. Result is []. Used  0.48 seconds.
2024-08-16 21:29:22 SUCCESS Task (精准营销, 0) completed by serial. Result is []. Used  0.47 seconds.
2024-08-16 21:29:23 SUCCESS Task (精准营销, 1) completed by serial. Result is []. Used  0.49 seconds.
2024-08-16 21:29:23 SUCCESS Task (精准营销, 2) completed by serial. Result is []. Used  0.51 seconds.
2024-08-16 21:29:23 SUCCESS Task (精准营销, 3) completed by serial. Result is []. Used  0.48 seconds.
2024-08-16 21:29:24 SUCCESS Task (精准营销, 4) completed by serial. Result is []. Used  0.46 seconds.
